model,model_slug,layer,head,factual_accuracy_pct,factual_preference_pct_points,head_group
LLaVA-NeXT,llava-next,21,28,56.65137469768524,6.65137469768524,Other
LLaVA-NeXT,llava-next,21,29,46.33027315139771,-3.66972684860229,Other
LLaVA-NeXT,llava-next,21,30,52.293577790260315,2.29357779026031,Other
LLaVA-NeXT,llava-next,21,31,47.93577790260315,-2.0642220973968497,Other
LLaVA-NeXT,llava-next,22,0,54.81651425361633,4.81651425361633,Other
LLaVA-NeXT,llava-next,22,1,50.45871436595915,0.45871436595916004,Other
LLaVA-NeXT,llava-next,22,2,49.5412826538086,-0.45871734619140003,Other
LLaVA-NeXT,llava-next,22,3,51.37614607810974,1.37614607810974,Other
LLaVA-NeXT,llava-next,22,4,44.95412707328797,-5.04587292671203,Other
LLaVA-NeXT,llava-next,22,5,48.85321259498597,-1.1467874050140299,Other
LLaVA-NeXT,llava-next,22,6,46.100914478302016,-3.8990855216979896,Other
LLaVA-NeXT,llava-next,22,7,48.62385392189026,-1.37614607810974,Other
LLaVA-NeXT,llava-next,22,8,40.137612819671645,-9.86238718032836,Other
LLaVA-NeXT,llava-next,22,9,51.37614607810974,1.37614607810974,Other
LLaVA-NeXT,llava-next,22,10,53.44036817550659,3.4403681755065896,Other
LLaVA-NeXT,llava-next,22,11,51.14679038524626,1.14679038524627,Other
LLaVA-NeXT,llava-next,22,12,50.917431712150574,0.91743171215057,Other
LLaVA-NeXT,llava-next,22,13,50.68807303905487,0.68807303905487,Other
LLaVA-NeXT,llava-next,22,14,52.06421911716461,2.06421911716461,Other
LLaVA-NeXT,llava-next,22,15,46.33027315139771,-3.66972684860229,Other
LLaVA-NeXT,llava-next,22,16,46.100914478302016,-3.8990855216979896,Other
LLaVA-NeXT,llava-next,22,17,42.43119359016419,-7.56880640983581,Other
LLaVA-NeXT,llava-next,22,18,47.24770784378052,-2.75229215621948,Other
LLaVA-NeXT,llava-next,22,19,48.39449524879456,-1.6055047512054401,Other
LLaVA-NeXT,llava-next,22,20,38.30274939537049,-11.69725060462951,Other
LLaVA-NeXT,llava-next,22,21,57.798165082931504,7.798165082931511,Other
LLaVA-NeXT,llava-next,22,22,49.311923980712905,-0.6880760192871,Other
LLaVA-NeXT,llava-next,22,23,56.65137469768524,6.65137469768524,Other
LLaVA-NeXT,llava-next,22,24,47.477066516876235,-2.52293348312377,Other
LLaVA-NeXT,llava-next,22,25,50.45871436595915,0.45871436595916004,Other
LLaVA-NeXT,llava-next,22,26,48.39449524879456,-1.6055047512054401,Other
LLaVA-NeXT,llava-next,22,27,52.522936463356004,2.52293646335601,Other
LLaVA-NeXT,llava-next,22,28,50.2293586730957,0.22935867309570002,Other
LLaVA-NeXT,llava-next,22,29,60.779815912246704,10.7798159122467,Factual
LLaVA-NeXT,llava-next,22,30,40.82568883895874,-9.17431116104126,Other
LLaVA-NeXT,llava-next,22,31,47.93577790260315,-2.0642220973968497,Other
LLaVA-NeXT,llava-next,23,0,50.68807303905487,0.68807303905487,Other
LLaVA-NeXT,llava-next,23,1,48.85321259498597,-1.1467874050140299,Other
LLaVA-NeXT,llava-next,23,2,55.504587292671204,5.5045872926712,Other
LLaVA-NeXT,llava-next,23,3,46.55963182449341,-3.4403681755065896,Other
LLaVA-NeXT,llava-next,23,4,51.14679038524626,1.14679038524627,Other
LLaVA-NeXT,llava-next,23,5,48.85321259498597,-1.1467874050140299,Other
LLaVA-NeXT,llava-next,23,6,47.24770784378052,-2.75229215621948,Other
LLaVA-NeXT,llava-next,23,7,50.2293586730957,0.22935867309570002,Other
LLaVA-NeXT,llava-next,23,8,47.93577790260315,-2.0642220973968497,Other
LLaVA-NeXT,llava-next,23,9,53.44036817550659,3.4403681755065896,Other
LLaVA-NeXT,llava-next,23,10,48.16513657569886,-1.83486342430114,Other
LLaVA-NeXT,llava-next,23,11,50.917431712150574,0.91743171215057,Other
LLaVA-NeXT,llava-next,23,12,53.44036817550659,3.4403681755065896,Other
LLaVA-NeXT,llava-next,23,13,47.70641922950745,-2.2935807704925497,Other
LLaVA-NeXT,llava-next,23,14,56.880733370780945,6.88073337078094,Other
LLaVA-NeXT,llava-next,23,15,56.192660331726074,6.19266033172607,Other
LLaVA-NeXT,llava-next,23,16,49.770641326904304,-0.22935867309570002,Other
LLaVA-NeXT,llava-next,23,17,47.93577790260315,-2.0642220973968497,Other
LLaVA-NeXT,llava-next,23,18,51.605504751205444,1.6055047512054401,Other
LLaVA-NeXT,llava-next,23,19,53.211009502410874,3.2110095024108802,Other
LLaVA-NeXT,llava-next,23,20,43.80733966827393,-6.19266033172607,Other
LLaVA-NeXT,llava-next,23,21,47.93577790260315,-2.0642220973968497,Other
LLaVA-NeXT,llava-next,23,22,51.83486342430113,1.83486342430114,Other
LLaVA-NeXT,llava-next,23,23,53.899082541465745,3.8990825414657504,Other
LLaVA-NeXT,llava-next,23,24,49.5412826538086,-0.45871734619140003,Other
LLaVA-NeXT,llava-next,23,25,55.2752286195755,5.2752286195755,Other
LLaVA-NeXT,llava-next,23,26,50.2293586730957,0.22935867309570002,Other
LLaVA-NeXT,llava-next,23,27,52.522936463356004,2.52293646335601,Other
LLaVA-NeXT,llava-next,23,28,47.93577790260315,-2.0642220973968497,Other
LLaVA-NeXT,llava-next,23,29,45.64220309257508,-4.35779690742492,Other
LLaVA-NeXT,llava-next,23,30,51.37614607810974,1.37614607810974,Other
LLaVA-NeXT,llava-next,23,31,50.2293586730957,0.22935867309570002,Other
LLaVA-NeXT,llava-next,24,0,44.03669834136963,-5.963301658630369,Other
LLaVA-NeXT,llava-next,24,1,49.311923980712905,-0.6880760192871,Other
LLaVA-NeXT,llava-next,24,2,44.724768400192275,-5.27523159980773,Other
LLaVA-NeXT,llava-next,24,3,56.42201900482176,6.42201900482177,Other
LLaVA-NeXT,llava-next,24,4,41.284406185150154,-8.71559381484985,Other
LLaVA-NeXT,llava-next,24,5,33.71559381484986,-16.28440618515014,Other
LLaVA-NeXT,llava-next,24,6,50.2293586730957,0.22935867309570002,Other
LLaVA-NeXT,llava-next,24,7,50.68807303905487,0.68807303905487,Other
LLaVA-NeXT,llava-next,24,8,53.66972386837004,3.66972386837005,Other
LLaVA-NeXT,llava-next,24,9,50.0,-0.0,Other
LLaVA-NeXT,llava-next,24,10,56.42201900482176,6.42201900482177,Other
LLaVA-NeXT,llava-next,24,11,32.11008906364441,-17.88991093635559,Counterfactual
LLaVA-NeXT,llava-next,24,12,44.724768400192275,-5.27523159980773,Other
LLaVA-NeXT,llava-next,24,13,51.37614607810974,1.37614607810974,Other
LLaVA-NeXT,llava-next,24,14,51.83486342430113,1.83486342430114,Other
LLaVA-NeXT,llava-next,24,15,46.100914478302016,-3.8990855216979896,Other
LLaVA-NeXT,llava-next,24,16,51.605504751205444,1.6055047512054401,Other
LLaVA-NeXT,llava-next,24,17,49.08257126808167,-0.91742873191833,Other
LLaVA-NeXT,llava-next,24,18,46.788990497589126,-3.2110095024108802,Other
LLaVA-NeXT,llava-next,24,19,47.93577790260315,-2.0642220973968497,Other
LLaVA-NeXT,llava-next,24,20,58.486238121986375,8.48623812198638,Other
LLaVA-NeXT,llava-next,24,21,27.752292156219493,-22.24770784378051,Counterfactual
LLaVA-NeXT,llava-next,24,22,34.40366983413698,-15.596330165863028,Other
LLaVA-NeXT,llava-next,24,23,44.724768400192275,-5.27523159980773,Other
LLaVA-NeXT,llava-next,24,24,48.16513657569886,-1.83486342430114,Other
LLaVA-NeXT,llava-next,24,25,49.770641326904304,-0.22935867309570002,Other
LLaVA-NeXT,llava-next,24,26,46.55963182449341,-3.4403681755065896,Other
LLaVA-NeXT,llava-next,24,27,50.45871436595915,0.45871436595916004,Other
LLaVA-NeXT,llava-next,24,28,50.917431712150574,0.91743171215057,Other
LLaVA-NeXT,llava-next,24,29,49.5412826538086,-0.45871734619140003,Other
LLaVA-NeXT,llava-next,24,30,49.311923980712905,-0.6880760192871,Other
LLaVA-NeXT,llava-next,24,31,51.605504751205444,1.6055047512054401,Other
LLaVA-NeXT,llava-next,25,0,47.477066516876235,-2.52293348312377,Other
LLaVA-NeXT,llava-next,25,1,51.14679038524626,1.14679038524627,Other
LLaVA-NeXT,llava-next,25,2,55.2752286195755,5.2752286195755,Other
LLaVA-NeXT,llava-next,25,3,51.605504751205444,1.6055047512054401,Other
LLaVA-NeXT,llava-next,25,4,53.44036817550659,3.4403681755065896,Other
LLaVA-NeXT,llava-next,25,5,50.68807303905487,0.68807303905487,Other
LLaVA-NeXT,llava-next,25,6,47.477066516876235,-2.52293348312377,Other
LLaVA-NeXT,llava-next,25,7,49.08257126808167,-0.91742873191833,Other
LLaVA-NeXT,llava-next,25,8,56.65137469768524,6.65137469768524,Other
LLaVA-NeXT,llava-next,25,9,28.899085521697998,-21.100914478302,Counterfactual
LLaVA-NeXT,llava-next,25,10,33.94495248794556,-16.05504751205444,Other
LLaVA-NeXT,llava-next,25,11,62.61467933654785,12.614679336547848,Factual
LLaVA-NeXT,llava-next,25,12,51.83486342430113,1.83486342430114,Other
LLaVA-NeXT,llava-next,25,13,55.96330165863037,5.963301658630369,Other
LLaVA-NeXT,llava-next,25,14,42.201834917068496,-7.798165082931511,Other
LLaVA-NeXT,llava-next,25,15,34.633028507232666,-15.36697149276733,Other
LLaVA-NeXT,llava-next,25,16,44.95412707328797,-5.04587292671203,Other
LLaVA-NeXT,llava-next,25,17,49.770641326904304,-0.22935867309570002,Other
LLaVA-NeXT,llava-next,25,18,49.08257126808167,-0.91742873191833,Other
LLaVA-NeXT,llava-next,25,19,46.100914478302016,-3.8990855216979896,Other
LLaVA-NeXT,llava-next,25,20,45.64220309257508,-4.35779690742492,Other
LLaVA-NeXT,llava-next,25,21,47.93577790260315,-2.0642220973968497,Other
LLaVA-NeXT,llava-next,25,22,49.5412826538086,-0.45871734619140003,Other
LLaVA-NeXT,llava-next,25,23,47.24770784378052,-2.75229215621948,Other
LLaVA-NeXT,llava-next,25,24,45.87156176567078,-4.12843823432922,Other
LLaVA-NeXT,llava-next,25,25,49.5412826538086,-0.45871734619140003,Other
LLaVA-NeXT,llava-next,25,26,55.04587292671202,5.04587292671203,Other
LLaVA-NeXT,llava-next,25,27,47.24770784378052,-2.75229215621948,Other
LLaVA-NeXT,llava-next,25,28,51.14679038524626,1.14679038524627,Other
LLaVA-NeXT,llava-next,25,29,41.97247624397278,-8.02752375602722,Other
LLaVA-NeXT,llava-next,25,30,50.45871436595915,0.45871436595916004,Other
LLaVA-NeXT,llava-next,25,31,46.788990497589126,-3.2110095024108802,Other
LLaVA-NeXT,llava-next,26,0,50.0,-0.0,Other
LLaVA-NeXT,llava-next,26,1,49.770641326904304,-0.22935867309570002,Other
LLaVA-NeXT,llava-next,26,2,49.08257126808167,-0.91742873191833,Other
LLaVA-NeXT,llava-next,26,3,51.605504751205444,1.6055047512054401,Other
LLaVA-NeXT,llava-next,26,4,50.917431712150574,0.91743171215057,Other
LLaVA-NeXT,llava-next,26,5,50.2293586730957,0.22935867309570002,Other
LLaVA-NeXT,llava-next,26,6,38.76146674156189,-11.23853325843811,Other
LLaVA-NeXT,llava-next,26,7,55.2752286195755,5.2752286195755,Other
LLaVA-NeXT,llava-next,26,8,51.605504751205444,1.6055047512054401,Other
LLaVA-NeXT,llava-next,26,9,48.85321259498597,-1.1467874050140299,Other
LLaVA-NeXT,llava-next,26,10,45.64220309257508,-4.35779690742492,Other
LLaVA-NeXT,llava-next,26,11,56.880733370780945,6.88073337078094,Other
LLaVA-NeXT,llava-next,26,12,48.62385392189026,-1.37614607810974,Other
LLaVA-NeXT,llava-next,26,13,55.2752286195755,5.2752286195755,Other
LLaVA-NeXT,llava-next,26,14,44.03669834136963,-5.963301658630369,Other
LLaVA-NeXT,llava-next,26,15,48.16513657569886,-1.83486342430114,Other
LLaVA-NeXT,llava-next,26,16,52.522936463356004,2.52293646335601,Other
LLaVA-NeXT,llava-next,26,17,53.66972386837004,3.66972386837005,Other
LLaVA-NeXT,llava-next,26,18,48.62385392189026,-1.37614607810974,Other
LLaVA-NeXT,llava-next,26,19,52.75229215621948,2.75229215621948,Other
LLaVA-NeXT,llava-next,26,20,50.917431712150574,0.91743171215057,Other
LLaVA-NeXT,llava-next,26,21,51.14679038524626,1.14679038524627,Other
LLaVA-NeXT,llava-next,26,22,48.85321259498597,-1.1467874050140299,Other
LLaVA-NeXT,llava-next,26,23,49.770641326904304,-0.22935867309570002,Other
LLaVA-NeXT,llava-next,26,24,44.724768400192275,-5.27523159980773,Other
LLaVA-NeXT,llava-next,26,25,51.14679038524626,1.14679038524627,Other
LLaVA-NeXT,llava-next,26,26,53.899082541465745,3.8990825414657504,Other
LLaVA-NeXT,llava-next,26,27,44.724768400192275,-5.27523159980773,Other
LLaVA-NeXT,llava-next,26,28,45.64220309257508,-4.35779690742492,Other
LLaVA-NeXT,llava-next,26,29,52.06421911716461,2.06421911716461,Other
LLaVA-NeXT,llava-next,26,30,47.477066516876235,-2.52293348312377,Other
LLaVA-NeXT,llava-next,26,31,49.311923980712905,-0.6880760192871,Other
LLaVA-NeXT,llava-next,27,0,50.0,-0.0,Other
LLaVA-NeXT,llava-next,27,1,48.16513657569886,-1.83486342430114,Other
LLaVA-NeXT,llava-next,27,2,53.899082541465745,3.8990825414657504,Other
LLaVA-NeXT,llava-next,27,3,50.917431712150574,0.91743171215057,Other
LLaVA-NeXT,llava-next,27,4,51.83486342430113,1.83486342430114,Other
LLaVA-NeXT,llava-next,27,5,50.68807303905487,0.68807303905487,Other
LLaVA-NeXT,llava-next,27,6,46.788990497589126,-3.2110095024108802,Other
LLaVA-NeXT,llava-next,27,7,50.45871436595915,0.45871436595916004,Other
LLaVA-NeXT,llava-next,27,8,47.93577790260315,-2.0642220973968497,Other
LLaVA-NeXT,llava-next,27,9,49.08257126808167,-0.91742873191833,Other
LLaVA-NeXT,llava-next,27,10,47.01834917068482,-2.98165082931518,Other
LLaVA-NeXT,llava-next,27,11,48.85321259498597,-1.1467874050140299,Other
LLaVA-NeXT,llava-next,27,12,53.44036817550659,3.4403681755065896,Other
LLaVA-NeXT,llava-next,27,13,46.100914478302016,-3.8990855216979896,Other
LLaVA-NeXT,llava-next,27,14,46.33027315139771,-3.66972684860229,Other
LLaVA-NeXT,llava-next,27,15,52.522936463356004,2.52293646335601,Other
LLaVA-NeXT,llava-next,27,16,53.211009502410874,3.2110095024108802,Other
LLaVA-NeXT,llava-next,27,17,49.08257126808167,-0.91742873191833,Other
LLaVA-NeXT,llava-next,27,18,51.37614607810974,1.37614607810974,Other
LLaVA-NeXT,llava-next,27,19,55.04587292671202,5.04587292671203,Other
LLaVA-NeXT,llava-next,27,20,54.58715558052063,4.58715558052063,Other
LLaVA-NeXT,llava-next,27,21,48.85321259498597,-1.1467874050140299,Other
LLaVA-NeXT,llava-next,27,22,50.45871436595915,0.45871436595916004,Other
LLaVA-NeXT,llava-next,27,23,54.58715558052063,4.58715558052063,Other
LLaVA-NeXT,llava-next,27,24,52.522936463356004,2.52293646335601,Other
LLaVA-NeXT,llava-next,27,25,53.66972386837004,3.66972386837005,Other
LLaVA-NeXT,llava-next,27,26,50.917431712150574,0.91743171215057,Other
LLaVA-NeXT,llava-next,27,27,49.770641326904304,-0.22935867309570002,Other
LLaVA-NeXT,llava-next,27,28,46.55963182449341,-3.4403681755065896,Other
LLaVA-NeXT,llava-next,27,29,37.38532066345215,-12.614679336547848,Other
LLaVA-NeXT,llava-next,27,30,49.311923980712905,-0.6880760192871,Other
LLaVA-NeXT,llava-next,27,31,56.880733370780945,6.88073337078094,Other
LLaVA-NeXT,llava-next,28,0,62.155961990356445,12.15596199035644,Factual
LLaVA-NeXT,llava-next,28,1,50.0,-0.0,Other
LLaVA-NeXT,llava-next,28,2,55.96330165863037,5.963301658630369,Other
LLaVA-NeXT,llava-next,28,3,50.0,-0.0,Other
LLaVA-NeXT,llava-next,28,4,50.917431712150574,0.91743171215057,Other
LLaVA-NeXT,llava-next,28,5,55.504587292671204,5.5045872926712,Other
LLaVA-NeXT,llava-next,28,6,47.24770784378052,-2.75229215621948,Other
LLaVA-NeXT,llava-next,28,7,48.62385392189026,-1.37614607810974,Other
LLaVA-NeXT,llava-next,28,8,51.37614607810974,1.37614607810974,Other
LLaVA-NeXT,llava-next,28,9,47.477066516876235,-2.52293348312377,Other
LLaVA-NeXT,llava-next,28,10,47.24770784378052,-2.75229215621948,Other
LLaVA-NeXT,llava-next,28,11,52.06421911716461,2.06421911716461,Other
LLaVA-NeXT,llava-next,28,12,37.614679336547866,-12.38532066345214,Other
LLaVA-NeXT,llava-next,28,13,31.422019004821777,-18.57798099517822,Counterfactual
LLaVA-NeXT,llava-next,28,14,65.82568883895874,15.82568883895874,Factual
LLaVA-NeXT,llava-next,28,15,25.458717346191406,-24.54128265380859,Counterfactual
LLaVA-NeXT,llava-next,28,16,55.2752286195755,5.2752286195755,Other
LLaVA-NeXT,llava-next,28,17,52.522936463356004,2.52293646335601,Other
LLaVA-NeXT,llava-next,28,18,44.724768400192275,-5.27523159980773,Other
LLaVA-NeXT,llava-next,28,19,52.522936463356004,2.52293646335601,Other
LLaVA-NeXT,llava-next,28,20,52.522936463356004,2.52293646335601,Other
LLaVA-NeXT,llava-next,28,21,50.45871436595915,0.45871436595916004,Other
LLaVA-NeXT,llava-next,28,22,51.37614607810974,1.37614607810974,Other
LLaVA-NeXT,llava-next,28,23,47.93577790260315,-2.0642220973968497,Other
LLaVA-NeXT,llava-next,28,24,56.65137469768524,6.65137469768524,Other
LLaVA-NeXT,llava-next,28,25,41.513758897781386,-8.486241102218619,Other
LLaVA-NeXT,llava-next,28,26,43.57798099517823,-6.42201900482177,Other
LLaVA-NeXT,llava-next,28,27,49.770641326904304,-0.22935867309570002,Other
LLaVA-NeXT,llava-next,28,28,47.477066516876235,-2.52293348312377,Other
LLaVA-NeXT,llava-next,28,29,53.211009502410874,3.2110095024108802,Other
LLaVA-NeXT,llava-next,28,30,52.75229215621948,2.75229215621948,Other
LLaVA-NeXT,llava-next,28,31,46.33027315139771,-3.66972684860229,Other
LLaVA-NeXT,llava-next,29,0,67.88990795612335,17.88990795612335,Factual
LLaVA-NeXT,llava-next,29,1,56.880733370780945,6.88073337078094,Other
LLaVA-NeXT,llava-next,29,2,24.5412826538086,-25.4587173461914,Counterfactual
LLaVA-NeXT,llava-next,29,3,46.100914478302016,-3.8990855216979896,Other
LLaVA-NeXT,llava-next,29,4,50.2293586730957,0.22935867309570002,Other
LLaVA-NeXT,llava-next,29,5,49.5412826538086,-0.45871734619140003,Other
LLaVA-NeXT,llava-next,29,6,49.311923980712905,-0.6880760192871,Other
LLaVA-NeXT,llava-next,29,7,48.85321259498597,-1.1467874050140299,Other
LLaVA-NeXT,llava-next,29,8,37.614679336547866,-12.38532066345214,Other
LLaVA-NeXT,llava-next,29,9,54.35779690742491,4.35779690742492,Other
LLaVA-NeXT,llava-next,29,10,43.57798099517823,-6.42201900482177,Other
LLaVA-NeXT,llava-next,29,11,50.68807303905487,0.68807303905487,Other
LLaVA-NeXT,llava-next,29,12,22.706419229507453,-27.293580770492547,Counterfactual
LLaVA-NeXT,llava-next,29,13,69.03669834136963,19.03669834136963,Factual
LLaVA-NeXT,llava-next,29,14,24.31192398071289,-25.68807601928711,Counterfactual
LLaVA-NeXT,llava-next,29,15,72.70642220973969,22.706422209739678,Factual
LLaVA-NeXT,llava-next,29,16,39.2201840877533,-10.7798159122467,Other
LLaVA-NeXT,llava-next,29,17,47.477066516876235,-2.52293348312377,Other
LLaVA-NeXT,llava-next,29,18,44.95412707328797,-5.04587292671203,Other
LLaVA-NeXT,llava-next,29,19,47.24770784378052,-2.75229215621948,Other
LLaVA-NeXT,llava-next,29,20,47.70641922950745,-2.2935807704925497,Other
LLaVA-NeXT,llava-next,29,21,52.06421911716461,2.06421911716461,Other
LLaVA-NeXT,llava-next,29,22,45.87156176567078,-4.12843823432922,Other
LLaVA-NeXT,llava-next,29,23,55.04587292671202,5.04587292671203,Other
LLaVA-NeXT,llava-next,29,24,46.55963182449341,-3.4403681755065896,Other
LLaVA-NeXT,llava-next,29,25,46.33027315139771,-3.66972684860229,Other
LLaVA-NeXT,llava-next,29,26,45.64220309257508,-4.35779690742492,Other
LLaVA-NeXT,llava-next,29,27,49.311923980712905,-0.6880760192871,Other
LLaVA-NeXT,llava-next,29,28,50.45871436595915,0.45871436595916004,Other
LLaVA-NeXT,llava-next,29,29,48.16513657569886,-1.83486342430114,Other
LLaVA-NeXT,llava-next,29,30,48.16513657569886,-1.83486342430114,Other
LLaVA-NeXT,llava-next,29,31,43.34862232208252,-6.6513776779174805,Other
LLaVA-NeXT,llava-next,30,0,48.16513657569886,-1.83486342430114,Other
LLaVA-NeXT,llava-next,30,1,43.57798099517823,-6.42201900482177,Other
LLaVA-NeXT,llava-next,30,2,52.293577790260315,2.29357779026031,Other
LLaVA-NeXT,llava-next,30,3,57.568806409835815,7.56880640983581,Other
LLaVA-NeXT,llava-next,30,4,46.100914478302016,-3.8990855216979896,Other
LLaVA-NeXT,llava-next,30,5,50.68807303905487,0.68807303905487,Other
LLaVA-NeXT,llava-next,30,6,47.477066516876235,-2.52293348312377,Other
LLaVA-NeXT,llava-next,30,7,54.81651425361633,4.81651425361633,Other
LLaVA-NeXT,llava-next,30,8,47.70641922950745,-2.2935807704925497,Other
LLaVA-NeXT,llava-next,30,9,25.22935867309571,-24.77064132690429,Counterfactual
LLaVA-NeXT,llava-next,30,10,70.87155878543852,20.87155878543853,Factual
LLaVA-NeXT,llava-next,30,11,46.55963182449341,-3.4403681755065896,Other
LLaVA-NeXT,llava-next,30,12,52.522936463356004,2.52293646335601,Other
LLaVA-NeXT,llava-next,30,13,52.522936463356004,2.52293646335601,Other
LLaVA-NeXT,llava-next,30,14,50.2293586730957,0.22935867309570002,Other
LLaVA-NeXT,llava-next,30,15,51.14679038524626,1.14679038524627,Other
LLaVA-NeXT,llava-next,30,16,37.84403800964356,-12.15596199035644,Other
LLaVA-NeXT,llava-next,30,17,54.35779690742491,4.35779690742492,Other
LLaVA-NeXT,llava-next,30,18,40.36697149276734,-9.63302850723266,Other
LLaVA-NeXT,llava-next,30,19,56.65137469768524,6.65137469768524,Other
LLaVA-NeXT,llava-next,30,20,52.75229215621948,2.75229215621948,Other
LLaVA-NeXT,llava-next,30,21,47.01834917068482,-2.98165082931518,Other
LLaVA-NeXT,llava-next,30,22,46.788990497589126,-3.2110095024108802,Other
LLaVA-NeXT,llava-next,30,23,52.06421911716461,2.06421911716461,Other
LLaVA-NeXT,llava-next,30,24,55.504587292671204,5.5045872926712,Other
LLaVA-NeXT,llava-next,30,25,51.605504751205444,1.6055047512054401,Other
LLaVA-NeXT,llava-next,30,26,43.34862232208252,-6.6513776779174805,Other
LLaVA-NeXT,llava-next,30,27,51.37614607810974,1.37614607810974,Other
LLaVA-NeXT,llava-next,30,28,71.5596318244934,21.5596318244934,Factual
LLaVA-NeXT,llava-next,30,29,21.330273151397712,-28.669726848602288,Counterfactual
LLaVA-NeXT,llava-next,30,30,42.889910936355605,-7.110089063644399,Other
LLaVA-NeXT,llava-next,30,31,38.76146674156189,-11.23853325843811,Other
LLaVA-NeXT,llava-next,31,0,50.917431712150574,0.91743171215057,Other
LLaVA-NeXT,llava-next,31,1,47.01834917068482,-2.98165082931518,Other
LLaVA-NeXT,llava-next,31,2,48.62385392189026,-1.37614607810974,Other
LLaVA-NeXT,llava-next,31,3,48.62385392189026,-1.37614607810974,Other
LLaVA-NeXT,llava-next,31,4,36.926603317260756,-13.073396682739249,Other
LLaVA-NeXT,llava-next,31,5,54.58715558052063,4.58715558052063,Other
LLaVA-NeXT,llava-next,31,6,48.16513657569886,-1.83486342430114,Other
LLaVA-NeXT,llava-next,31,7,51.37614607810974,1.37614607810974,Other
LLaVA-NeXT,llava-next,31,8,51.37614607810974,1.37614607810974,Other
LLaVA-NeXT,llava-next,31,9,53.44036817550659,3.4403681755065896,Other
LLaVA-NeXT,llava-next,31,10,48.39449524879456,-1.6055047512054401,Other
LLaVA-NeXT,llava-next,31,11,53.211009502410874,3.2110095024108802,Other
LLaVA-NeXT,llava-next,31,12,55.96330165863037,5.963301658630369,Other
LLaVA-NeXT,llava-next,31,13,38.76146674156189,-11.23853325843811,Other
LLaVA-NeXT,llava-next,31,14,54.12844121456146,4.128441214561461,Other
LLaVA-NeXT,llava-next,31,15,54.81651425361633,4.81651425361633,Other
LLaVA-NeXT,llava-next,31,16,47.70641922950745,-2.2935807704925497,Other
LLaVA-NeXT,llava-next,31,17,58.256879448890686,8.25687944889068,Other
LLaVA-NeXT,llava-next,31,18,32.33944773674013,-17.66055226325988,Counterfactual
LLaVA-NeXT,llava-next,31,19,56.65137469768524,6.65137469768524,Other
LLaVA-NeXT,llava-next,31,20,77.75229215621948,27.752292156219482,Factual
LLaVA-NeXT,llava-next,31,21,53.66972386837004,3.66972386837005,Other
LLaVA-NeXT,llava-next,31,22,20.871561765670783,-29.128438234329217,Counterfactual
LLaVA-NeXT,llava-next,31,23,52.981650829315186,2.98165082931518,Other
LLaVA-NeXT,llava-next,31,24,37.15596199035645,-12.84403800964355,Other
LLaVA-NeXT,llava-next,31,25,32.11008906364441,-17.88991093635559,Counterfactual
LLaVA-NeXT,llava-next,31,26,64.2201840877533,14.22018408775329,Factual
LLaVA-NeXT,llava-next,31,27,31.422019004821777,-18.57798099517822,Counterfactual
LLaVA-NeXT,llava-next,31,28,51.605504751205444,1.6055047512054401,Other
LLaVA-NeXT,llava-next,31,29,48.39449524879456,-1.6055047512054401,Other
LLaVA-NeXT,llava-next,31,30,50.2293586730957,0.22935867309570002,Other
LLaVA-NeXT,llava-next,31,31,43.57798099517823,-6.42201900482177,Other
